NMML #,FAMILY,GENUS,SPECIES,SUBSPECIES,COLLECTION DATE,COUNTRY,STATE,ISLAND GRP,LOCATION,OCEAN,SEA,OTHER,LAT,N/S,LONG,E/W,COLLECTOR 1,Other COLLECTORS,COLLECTOR #,SOURCE,DATE Cataloged,SEX,AGE,TLength Fld,TLength Lab,WEIGHT (Kg),SpecimenType,OCCUR,SpecimenCondition,SpecimenDisposition,SpecimenLocation,Availability,AdditionalDATA,DATALOC1,DATALOC2,REMARKS
NMML0105,Phocoenidae,Phocoena,phocoena,,Jul-64,USA,Washington,,,Pacific,,Birch Bay,,,,,"Scheib, J.",,BDM 599,,24-Jul-80,U,,(125.0)*,,,G,2,5,,Museum,,y,BDM cat.,,"Total length converted from 50.25""."
NMML0106,Phocoenidae,Phocoena,phocoena,,4-Jun-68,USA,Washington,,,Pacific,,,473300,N,1222400,W,"Rice, D.W.","Wolman, A.",1968-67,,24-Jul-80,F,,121,,,B,2,1,,Museum,,y,file,,
NMML0107,Phocoenidae,Phocoena,phocoena,,Jul-72,USA,Alaska,Pribilof Islands,St. Paul Island,North Pacific,,,,,,,"Emmanoff, T.","Wolman, A.",1972-2,,24-Jul-80,M,,85,,,G,2,3,,Museum,,y,file,,
NMML0108,Phocoenidae,Phocoenoides,dalli,,20-Mar-59,,,,,Pacific,,,403500,N,1254600,W,"Fiscus, C.H.",,TAC-59-1D,Pelagic Fur Seal Pro,25-Jul-80,F,,,,,G,1,1,,Museum,,y,file,,
NMML0109,Phocoenidae,Phocoenoides,dalli,,25-May-60,,,,,North Pacific,,,581000,N,1503700,W,"Niggol, K.",,US-60-2,Pelagic Fur Seal Pro,25-Jul-80,M,,175,,,G,1,1,,Museum,,y,file,,
NMML0110,Phocoenidae,Phocoenoides,dalli,,21-Jan-68,,,,,Pacific,,,334600,N,1194700,W,"Lenheim, B.",,1968-102,Whale Research Pro,25-Jul-80,F,,199,,,M,1,1,,Museum,,y,file,,
NMML0111,Phocoenidae,Phocoenoides,dalli,,14-Feb-66,,,,,Pacific,,,350200,N,1213900,W,"Stroud, R.K.",,3205,Pelagic Fur Seal Pro,25-Jul-80,M,,200,,,M,1,1,,Museum,,n,,,
NMML0112,Phocoenidae,Phocoenoides,dalli,,7-Feb-67,,,,,North Pacific,,,481900,N,1254000,W,"Stroud, R.K.","Peterson, P.",3257,Pelagic Fur Seal Pro,25-Jul-80,M,,191,,,G,1,1,,Museum,,y,file,,
NMML0113,Phocoenidae,Phocoenoides,dalli,,14-Jan-68,,,,,North Pacific,,,482500,N,1243700,W,"Stroud, R.K.",,3267,Pelagic Fur Seal Pro,25-Jul-80,F,,174,,,G,1,1,,Museum,,y,file,,
NMML0114,Phocoenidae,Phocoenoides,dalli,,23-Jan-68,,,,,Pacific,,,461900,N,1242500,W,"Stroud, R.K.",,3268,Pelagic Fur Seal Pro,25-Jul-80,M,,196,,,G,1,1,,Museum,,y,file,,
NMML0115,Phocoenidae,Phocoenoides,dalli,,21-Feb-66,,,,,Pacific,,,372000,N,1244200,W,"Stroud, R.K.",,3757,Pelagic Fur Seal Pro,25-Jul-80,M,,170.5,,,B,1,1,,Museum,,y,file,,
NMML0116,Phocoenidae,Phocoenoides,dalli,,21-Feb-66,,,,,Pacific,,,372000,N,1244200,W,"Fiscus, C.H.",,3758,Pelagic Fur Seal Pro,25-Jul-80,F,,170,,,B,1,1,,Museum,,y,file,,
NMML0117,Phocoenidae,Phocoenoides,dalli,,21-Feb-66,,,,,Pacific,,,372000,N,1244200,W,"Fiscus, C.H.",,3759,Pelagic Fur Seal Pro,25-Jul-80,F,,171,,,G,4,5,,Museum,,y,file,,
NMML0118,Phocoenidae,Phocoenoides,dalli,,4-Aug-80,USA,Washington,Clallam County,Blyn,North Pacific,,Sequim Bay,480124,N,1225942,W,"Small, J.A.","Bernard, R.; Tsunoda, L.",JEAS 495,,6-Aug-80,M,,197,,,B,2,3,,Museum,,y,file,,
NMML0119,Odobenidae,Odobenus,rosmarus,,12-Jul-78,,,,,Arctic,Chukchi Sea,,662000,N,1674300,W,"Balcomb, K.C.",,,Artic Whale Task,18-Aug-80,M,,,,,G,3,5,,Museum,,n,,,"Western Viking, bullet in neck."
NMML0120,Odobenidae,Odobenus,rosmarus,,12-Jul-80,,,,,Arctic,Chukchi Sea,,660900,N,1675300,W,"Balcomb, K.C.",,,Artic Whale Task,18-Aug-80,M,,,,,G,3,5,,Museum,,n,,,Western Viking.
NMML0121,Phocidae,Monachus,schauinslandi,,Aug-51,USA,Hawaii,NW Hawaiian Islands,Gin Island,Pacific,,,234400,N,1661000,W,"Breese, P.L.",,BDM 441,San Diego Zoo,10-Nov-80,M,,142.8,,,I,1,1,,Museum,,y,pic VBS #,,"Captured 14 MAY 1951?, Died AUG 1951 in San  Diego Zoo, eviscerated wt 110 lbs. PhotoVBS #2920, 2921"
NMML0122,Phocidae,Monachus,schauinslandi,,6-Dec-56,USA,Hawaii,NW Hawaiian Islands,Eastern Island,Pacific,,,281200,N,1771900,W,"Rice, D.W.","Kenyon, K.",BDM 489,,10-Nov-80,F?,,,,,G,4,5,,Museum,,n,,,Probably female.
NMML0123,Phocidae,Monachus,schauinslandi,,2-Feb-57,USA,Hawaii,NW Hawaiian Islands,Seal Islet,Pacific,,Seal Islet,281800,N,1770800,W,"Kenyon, K.W.","Rice, D.",BDM 490,,10-Nov-80,M,,214.2,,(172.3)*,IL,1,1,,Museum,,n,,,Weight converted from 380 lbs.
NMML0124,Phocidae,Monachus,schauinslandi,,,USA,Hawaii,NW Hawaiian Islands,Eastern Island,Pacific,,,281200,N,1771900,W,"Kenyon, K.W.","Rice, D.",BDM 491,,10-Nov-80,F,Neonate,73.7,,(4.09)*,G,4,5,,Museum,,n,,,"Measurements: HF 122, FF 139, Tail 35   Premature birth, weight converted from  9 lbs."
NMML0125,Phocidae,Monachus,schauinslandi,,30-Oct-57,USA,Hawaii,NW Hawaiian Islands,Eastern Island,Pacific,,,281200,N,1771900,W,"Rice, D.W.",,BDM 520,,10-Nov-80,F,Fetus,54.5,,(3.18)*,DG,4,5,,Museum,,n,,,"Aborted fetus, weight converted from 7 lbs.  Hair 2-3 mm long."
NMML0126,Phocidae,Monachus,schauinslandi,,29-Mar-58,USA,Hawaii,NW Hawaiian Islands,Seal Island,Pacific,,Midway Atoll,281800,N,1770800,W,"Rice, D.W.",,BDM 522,,10-Nov-80,F,,98,,(25.2)*,I,1,1,,Museum,,,,,Stillborn 28 MAR 1958.  Weight converted from 55.5 lbs.
NMML0127,Phocidae,Monachus,schauinslandi,,15-Mar-72,USA,Hawaii,NW Hawaiian Islands,Seal Island,Pacific,,Pearl Reef,274500,N,1755600,W,"Kriedler, E.",,BDM 608,,10-Nov-80,U,,,,,G*E,2,5,,Museum,,n,,,*cranium only 
NMML0128,Phocidae,Monachus,schauinslandi,,20-Mar-76,USA,Hawaii,NW Hawaiian Islands,East Island,Pacific,,,234700,N,1661500,W,"DeLong, R.L.","Fiscus, C.; Kenyon, K.",BDM 609,,10-Nov-80,M,,103,,,DG,1,1,,Museum,,n,,,
NMML0129,Phocidae,Monachus,schauinslandi,,29-Mar-76,USA,Hawaii,NW Hawaiian Islands,Lisianski Island,Pacific,,,263000,N,1735000,W,"DeLong, R.L.","Fiscus, C.; Kenyon, K.",BDM 610,,10-Nov-80,M,,186,,,K,4,5,,Loan*,,n,,,PERMANENT LOAN. (NMML Loan Invoice #2)
NMMl0130,Phocidae,Monachus,schauinslandi,,18-Mar-77,USA,Hawaii,NW Hawaiian Islands,Tern Island,Pacific,,,235200,N,1661700,W,"Kenyon, K.W.","Rauzon, M.",BDM 613,,10-Nov-80,M,,(271.4)*,,,B,2,5,,Museum,,n,,,"KWK 1-77.  TL converted from 8' 10.25""."
NMML0131,Phocidae,Monachus,schauinslandi,,11-May-77,USA,Hawaii,NW Hawaiian Islands,Round Island,Pacific,,,234900,N,1661400,W,"Rauzon, M.J.",,BDM 615,,10-Nov-80,M,,102.9,,,B,4,5,,Museum,,n,,,
NMML0132,Phocidae,Monachus,schauinslandi,,1-Apr-76,USA,Hawaii,NW Hawaiian Islands,Lisianski Island,Pacific,,,263000,N,1735000,W,"DeLong, R.L.","Fiscus, C.; Kenyon, K.",BDM 611,,11-Nov-80,F,,210,,,FG,2,5,,Museum,,n,,,US-73-678.  Stomach contents collected.
NMML0133,Phocidae,Monachus,schauinslandi,,26-May-77,USA,Hawaii,NW Hawaiian Islands,Whale-Skate Island,Pacific,,,235100,N,1661300,W,"Rauzon, M.J.",,BDM 616,,11-Nov-80,M,,,,,G,1,5,,Museum,,n,,,Stillborn.
NMML0134,Phocidae,Monachus,schauinslandi,,8-Mar-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,,,BDM 617,,19-Nov-80,M,20,194,,,B,4,5,,Museum,,n,,,US-63-1555.  Stomach contents collected.
NMML0135,Phocidae,Monachus,schauinslandi,,1977,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",,,20-Nov-80,U,,,,,G,4,5,,Museum,,n,,,Fetus?
NMML0136,Phocidae,Monachus,schauinslandi,,1977,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",,,20-Nov-80,U,,,,,B,4,5,,Museum,,n,,,
NMML0137,Phocidae,Monachus,schauinslandi,,1977,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",,,20-Nov-80,U,,,,,FG,4,5,,Museum,,n,,,
NMML0138,Phocidae,Monachus,schauinslandi,,1977,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",,,20-Nov-80,U,,,,,G,4,5,,Museum,,n,,,
NMML0139,Phocidae,Monachus,schauinslandi,,Mar-77,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",,,21-Nov-80,U,,,,,F*,4,5,,Museum,,n,,,Left Dentary only.
NMML0140,Phocidae,Monachus,schauinslandi,,5-Oct-78,USA,Hawaii,NW Hawaiian Islands,Lisianski Island,Pacific,,,263000,N,1735000,W,"Johnson, B.","Johnson, P.",,,24-Nov-80,U,,,,,G,4,5,,Museum,,n,,,LAY 79-19.
NMML0141,Phocidae,Monachus,schauinslandi,,17-May-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-71-401,,24-Nov-80,M,Juvenile,141,,,B,4,5,,Museum,,n,,,LAY 79-19
NMML0142,Phocidae,Monachus,schauinslandi,,,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-71-402,,24-Nov-80,M,,196,,,B,4,5,,Museum,,n,,,LAY 78-21.
NMML0143,Phocidae,Monachus,schauinslandi,,5-Jul-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-71-403,,24-Nov-80,F,,,,,B,4,5,,Museum,,n,,,
NMML0144,Phocidae,Monachus,schauinslandi,,22-Jul-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-71-404,,24-Nov-80,M,,,,,B,4,5,,Museum,,n,,,LAY 78-23.
NMML0145,Phocidae,Monachus,schauinslandi,,1978,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-71-405,,24-Nov-80,F,,,,,B,4,5,,Museum,,u,,,LAY 78-24.
NMML0146,Phocidae,Monachus,schauinslandi,,1977,USA,Hawaii,NW Hawaiian Islands,Layman Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",,,8-Dec-80,U,70 days,,,,B,4,5,,Museum,,n,,,
NMML0147,Phocidae,Monachus,schauinslandi,,Feb-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-71-1561,,15-Dec-80,U,18,,,,B,4,5,,Museum,,n,,,LAY 78-1.
NMML0148,Phocidae,Monachus,schauinslandi,,27-Feb-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1558,,15-Dec-80,M,,169,,,B,2,5,,Museum,,n,,,LAY 78-2.
NMML0149,Phocidae,Monachus,schauinslandi,,6-Mar-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1556,,15-Dec-80,M,,138,,,B,4,5,,Museum,,n,,,
NMML0150,Phocidae,Monachus,schauinslandi,,17-Mar-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1551,,15-Dec-80,F,1,124,,,B,4,5,,Museum,,n,,,LAY 78-5.  Stomach contents collected.
NMML0151,Phocidae,Monachus,schauinslandi,,18-Mar-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1560,,15-Dec-80,M,24,213,,,M,4,5,,Museum,,n,,,LAY 78-6.  Bacullum not collected.
NMML0152,Phocidae,Monachus,schauinslandi,,20-Mar-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1557,,15-Dec-80,M,8 months,123,,,B,4,5,,Museum,,n,,,LAY 78-7.
NMML0153,Phocidae,Monachus,schauinslandi,,30-Mar-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1563,,15-Dec-80,F,23,190,,,BF,4,5,,Museum,,n,,,Stomach contents collected.
NMML0154,Phocidae,Monachus,schauinslandi,,6-Apr-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1554,,18-Dec-80,F,2,141,,,B,4,5,,Museum,,n,,,LAY 78-9.  Stomach contents collected.
NMML0155,Phocidae,Monachus,schauinslandi,,7-Apr-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1564,,18-Dec-80,M,3,127,,,B,4,5,,Museum,,n,,,LAY 78-10.  Stomach contents collected.
NMML0156,Phocidae,Monachus,schauinslandi,,10-Apr-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1565,,18-Dec-80,M,,147,,,BF,4,5,,Museum,,n,,,LAY 78-11.  Histo set & stomach contents collected.
NMML0157,Phocidae,Monachus,schauinslandi,,12-Apr-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1559,,18-Dec-80,F,,130,,,B,4,5,,Museum,,n,,,LAY 78-12.
NMML0158,Phocidae,Monachus,schauinslandi,,13-Apr-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1553,,18-Dec-80,F,1,132,,,B,4,5,,Museum,,n,,,LAY 78-13.  Stomach contents collected.
NMML0159,Phocidae,Monachus,schauinslandi,,22-Apr-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1562,,18-Dec-80,F,4,135,,,B,4,5,,Museum,,n,,,LAY 78-15.
NMML0160,Phocidae,Monachus,schauinslandi,,28-Apr-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1552,,18-Dec-80,M,4,162,,,B,4,5,,Museum,,n,,,LAY 78-16.
NMML0161,Phocidae,Monachus,schauinslandi,,5-May-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"DeLong, R.L.","Johnson, B.",US-63-1587,,22-Dec-80,M,30,210,,,BD,4,5,,Museum,,n,,,LAY 78-17.  Stomach contents collected.
NMML0162,Phocidae,Monachus,schauinslandi,,9-May-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1566,,22-Dec-80,F,6,175,,,B,4,5,,Museum,,n,,,
NMML0163,Phocidae,Monachus,schauinslandi,,10-May-78,USA,Hawaii,French Frigate Shoal,Trig Island,Pacific,,,235200,N,1661500,W,"DeLong, R.L.",,US-63-1581,,31-Dec-80,F,1,117,,,G,4,5,,Museum,,n,,,
NMML0164,Phocidae,Monachus,schauinslandi,,10-May-78,USA,Hawaii,French Frigate Shoal,Trig Island,Pacific,,,235200,N,1661300,W,"DeLong, R.L.",,US-63-1582,,31-Dec-80,U,5,,,,G,4,5,,Museum,,n,,,
NMML0165,Phocidae,Monachus,schauinslandi,,10-May-78,USA,Hawaii,French Frigate Shoal,Trig Island,Pacific,,,235200,N,1661300,W,"DeLong, R.L.",,US-63-1583,,31-Dec-80,F,5,137,,,M,4,5,,Museum,,n,,,
NMML0166,Phocidae,Monachus,schauinslandi,,10-May-78,USA,Hawaii,French Frigate Shoal,Whale Skate Island,Pacific,,,235100,N,1661300,W,"DeLong, R.L.",,US-63-1584,,31-Dec-80,F,2,129,,,B,4,5,,Museum,,n,,,
NMML0167,Phocidae,Monachus,schauinslandi,,10-May-78,USA,Hawaii,French Frigate Shoal,Whale Skate Island,Pacific,,,235100,N,1661300,W,"DeLong, R.L.",,US-63-1585,,31-Dec-80,U,2,,,,B,4,5,,Museum,,n,,,
NMML0168,Phocidae,Monachus,schauinslandi,,10-May-78,USA,Hawaii,French Frigate Shoal,Whale Skate Island,Pacific,,,235100,N,1661400,W,"DeLong, R.L.",,US-63-1586,,31-Dec-80,F,2,137,,,G,4,5,,Museum,,n,,,
NMML0169,Phocidae,Monachus,schauinslandi,,23-Jul-78,USA,Hawaii,NW Hawaiian Islands,Lisiankski Island,Pacific,,,263000,N,1735000,W,"Fiscus, C.H.",,US-63-1588,,31-Dec-80,F,4,126,,,B,4,5,,Museum,,n,,,
NMML0170,Phocidae,Monachus,schauinslandi,,24-Jun-89,USA,Hawaii,Hawaiian Islands,Green Island,Pacific,,,282500,N,1661300,W,"Kenyon, K.W.",,KWK 80-8,,31-Dec-80,M,,204,,,K,4,5,,Museum,,n,,,
NMML0171,Phocidae,Monachus,schauinslandi,,16-Dec-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1567,,16-Jan-81,M,,205.7,,,BF,4,5,,Museum,,n,,,LAY 78-25.  Histo set.
NMML0172,Phocidae,Monachus,schauinslandi,,17-Dec-78,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1569,,16-Jan-81,M,,209.6,,,BF,4,5,,Museum,,n,,,LAY 78-26.  Histo set.
NMML0173,Phocidae,Monachus,schauinslandi,,27-May-79,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1571,,16-Jan-81,M,,210.8,,,G,4,5,,Museum,,n,,,LAY 79-1.
NMML0174,Phocidae,Monachus,schauinslandi,,15-Jun-79,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",US-63-1568,,16-Jan-81,F,,220.9,,,G,4,5,,Museum,,n,,,
NMML0175,Phocidae,Monachus,schauinslandi,,,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",2899,,19-Jan-81,U,,,,,G,4,5,,Museum,,n,,,
NMML0176,Phocidae,Monachus,schauinslandi,,18-May-79,USA,Hawaii,NW Hawaiian Islands,Whale Skate Island,Pacific,,,235100,N,1661300,W,"DeLong, R.L.",,RLD-917,,19-Jan-81,U,,,,,G,4,5,,Museum,,n,,,
NMML0177,Phocidae,Monachus,schauinslandi,,12-Jun-80,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",LAY-80-10,,19-Jan-81,F,,190.5,,,G,4,5,,Museum,,n,,,Johnson's #1.
NMML0178,Phocidae,Monachus,schauinslandi,,11-Apr-80,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",LAY-80-4,,19-Jan-81,F,,216.5,,,B,4,5,,Museum,,n,,,Johnson's #2.
NMML0179,Phocidae,Monachus,schauinslandi,,23-Apr-80,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",LAY-80-8,,19-Jan-81,M,,177.8,,,G,4,5,,Museum,,n,,,Johnson's #3.
NMML0180,Phocidae,Monachus,schauinslandi,,1-Apr-80,USA,Hawaii,NW Hawaiian Islands,Laysan Island,Pacific,,,260000,N,1714000,W,"Johnson, B.","Johnson, P.",LAY-80-2,,19-Jan-81,M,1,116.5,,,G,4,5,,Museum,,n,,,Johnson's #4.
NMML0181,Phocidae,Monachus,schauinslandi,,22-Mar-58,USA,Hawaii,NW Hawaiian Islands,Seal Islet,Pacific,,,281800,N,1770800,W,"Rice, D.W.",,BDM-521,,25-Jan-81,U,Neonate,,,,G,4,5,,Museum,,n,,,
NMML0182,Phocidae,Phoca,vitulina,richardsi,19-May-42,USA,Washington,Clallam County,Neah Bay,Pacific,,St. of Juan De Fuca,,,,,"Scheffer, V.B.",,1272,,2-Feb-81,F,,,,,I,1,1,,Museum,,n,,,
NMML0183,Phocidae,Phoca,vitulina,,16-Jun-52,USA,Alaska,,Portlock Bank,North Pacific,,Gulf of Alaska,,,,,"Scheffer, V.B.",,PR-2,,1-Feb-81,F,,112,,(27.3)*,I,1,1,,Museum,,n,,,Weight converted from 60 lbs.
NMML0184,Phocidae,Phoca,vitulina,,,,,,,,,,,,,,"Kenyon, K.W.",,KWK-59-136,,2-Feb-81,U,Fetus,,,,G,4,5,,Museum,,n,,,
NMML0185,Phocidae,Phoca,vitulina,,Apr-54,USA,Alaska,Aleutian Islands,St.George Island,North Pacific,,,,,,,"Benson, D.",,BDM-488,,2-Feb-81,M,,91.1,,16.36,IL,2,3,,Museum,,n,,,"FF 186, HF 186, Tail 88 (mm?)"
NMML0186,Phocidae,Phoca,vitulina,,6-Jun-60,USA,Alaska,,,North Pacific,,,545300,N,1592000,W,"Fiscus, C.H.",,3714,,2-Feb-81,F,,148,,71.5,G,4,5,,Museum,,y,Pelagic f.,,Pelagic Lab 3714.
NMML0187,Phocidae,Phoca,vitulina,,17-Apr-65,USA,Washington,,Ellen Sands,North Pacific,,Willapa Bay,,,,,"Newby, T.C.",,2,,2-Feb-81,F,8,150,,(>68)*,G,4,5,,Museum,,y,skull lbl,,Weight estimated at more than 150 lbs.  Pregnant.
NMML0188,Phocidae,Phoca,vitulina,,4-Aug-67,USA,Washington,,near Tacoma,North Pacific,,,,,,,"Scheffer, V.B.",,BDM-811,Tacoma Aquarium,2-Feb-81,F,14,142,,44,G,1,1,,Museum,,n,,,Captured 06 AUG 1953.
NMML0189,Phocidae,Phoca,vitulina,,May-71,USA,Washington,,Columbia River,Pacific,,,,,,,"Larson, R.O.",,2,,2-Feb-81,F,,126,,48.5,G,1,1,,Museum,,y,Pelagic f.,,
NMML0190,Phocidae,Phoca,vitulina,,00 MAY 1971,USA,Washington,,Columbia River,Pacific,,,,,,,"Larson, R.O.",,3,,2-Feb-81,M,,112,,35,G,1,1,,Museum,,y,Pelagic f.,,
NMML0191,Phocidae,Phoca,vitulina,,21-Jun-71,USA,Washington,,West Seattle,Pacific,,Puget Sound,,,,,"Larson, R.O.",,4,,2-Feb-81,M,,95,,19,G,2,2,,Museum,,y,Pelagic f.,,
NMML0192,Phocidae,Phoca,vitulina,,15-Jun-44,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,,,,,,,"Scheffer, V.B.",,0054 F,,4-Feb-81,F,Fetus,91.5,,(14.9)*,F*,4,5,,Museum,,n,,,Specimen type = Lanugal Hairs.  Weight converted from 30.5 lbs.
NMML0193,Phocidae,Phoca,vitulina,,13-Jun-52,USA,Alaska,,Wildcat Cove,North Pacific,,Kenai Peninsula,,,,,"Oreott, D.",,C 1,,4-Feb-81,F,,,,(37.4)*,F*,4,5,,Museum,,n,,,Weight converted from 82 lbs.  Right upper canine collected.
NMML0194,Phocidae,Phoca,vitulina,,13-Jun-52,USA,Alaska,,Wildcat Cove,North Pacific,,Kenai Peninsula,,,,,"Oreott, D.",,C 2,,4-Feb-81,F,,,,(31.8)*,F,4,5,,Museum,,n,,,Weight converted from 70 lbs.  Right upper canine collected.
NMML0195,Phocidae,Phoca,vitulina,,1954,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Aydelott, H.","Kenyon, K.",,,4-Feb-81,U,,,,,F*,4,5,,Museum,,n,,,Tympanic bullae (10) collected from unknown animals.
NMML0196,Phocidae,Phoca,largha,,24-May-68,USA,,,,,,,590000,N,1740000,W,"Scheffer, V.B.",,20-5-68-A,,4-Feb-81,F,,93,,,G,4,5,,Museum,,u,,,
NMML0197,Phocidae,Phoca,vitulina,,Aug-47,USA,Alaska,Pribilof Islands,St.Paul Island,North Pacific,Bering Sea,,,,,,"Kenyon, K.W.",,BDM 236,,17-Feb-81,F,Subadult,103.5,,,G,4,5,,Museum,,n,,,originally identified as Phoca hispida
NMML0198,Phocidae,Phoca,hispida,,1-Oct-49,USA,Alaska,,Pt. Barrow,Arctic,Chukchi Sea,,,,,,"Rausch, R.",,BDM 376,,17-Feb-81,M,1,93,,,G,1,1,,Museum,,n,,,
NMML0199,Phocidae,Phoca,hispida,,17-May-58,USA,Alaska,,Little Diomede Isl,North Pacific,Bering Sea,Bering Strait,,,,,"Kenyon, K.W.",,KWK 58-4,,19-Feb-81,M,,123.8,,49.44,K,4,5,,Museum,,y,Wldlf Mang,,See: Journal of Wildlife Management Vol 26#4 1958
NMML0200,Phocidae,Phoca,hispida,,9-Oct-58,USA,Alaska,,Nome,North Pacific,Bering Sea,,,,,,"Scheffer, V.B.",,BDM 527,Seattle Zoo,19-Feb-81,F,6 months,68,,(11.14)*,G,1,1,,Museum,,n,,,Weight converted from 24.5 lbs.  Received from Seattle Zoo 07 OCT 1958.
NMML0201,Phocidae,Phoca,hispida,,1-Jun-59,USA,Alaska,,St.Lawrence Island,North Pacific,Bering Sea,,,,,,"Scheffer, V.B.",,BDM 534,Seattle Zoo,19-Feb-81,F,Pup,76,,10,G,1,1,,Museum,,y,UBS 4227,,Died on arrival at Seattle Zoo
NMML0202,Phocidae,Phoca,hispida,,1-Jun-59,USA,Alaska,,St.Lawrence Island,North Pacific,Bering Sea,,,,,,"Scheffer, V.B.",,BDM 535,Seattle Zoo,19-Feb-81,F,Pup,62.5,,6.4,G,1,1,,Museum,,y,UBS 4231,,Died on arrival at Seattle Zoo
